672	524
673	560
674	548
675	603
676	593
677	538
678	578
679	544
680	576
681	574
682	582
683	593
684	617
685	643
686	572
687	596
688	600
689	571
690	618
691	672
692	581
693	668
694	645
695	616
696	648
697	628
698	659
699	643
700	631
701	662
702	635
703	649
704	674
705	646
706	684
707	669
708	653
709	691
710	705
711	679
712	704
713	664
714	669
715	660
716	702
717	640
718	646
719	720
720	667
721	682
722	680
723	687
724	611
725	668
726	661
727	661
728	668
729	650
730	623
731	660
732	657
733	642
734	642
735	656
736	617
737	634
738	651
739	622
740	671
741	628
742	649
743	635
744	676
745	632
746	725
747	685
748	718
749	711
750	726
751	797
752	774
753	795
754	874
755	862
756	860
757	863
758	885
759	934
760	936
761	914
762	930
763	985
764	937
765	937
766	923
767	908
768	905
769	933
770	838
771	821
772	820
773	827
774	765
775	775
776	758
777	706
778	736
779	640
780	672
781	700
782	737
783	689
784	659
785	712
786	690
787	687
788	699
789	710
790	772
791	788
792	739
793	783
794	832
795	760
796	763
797	830
798	785
799	805
800	834
801	850
802	830
803	819
804	900
805	853
806	848
807	872
808	908
809	840
810	899
811	811
812	859
813	792
814	798
815	803
816	818
817	778
818	779
819	791
820	722
821	750
822	790
823	723
824	767
825	742
826	749
827	714
828	719
829	610
830	652
831	641
832	645
833	633
834	651
835	632
836	635
837	605
838	611
839	554
840	571
841	556
842	608
843	539
844	576
845	557
846	525
847	558
848	536
849	578
850	582
851	546
852	586
853	621
854	588
855	542
856	687
857	639
858	686
859	722
860	754
861	767
862	797
863	833
864	914
865	921
866	980
867	894
868	961
869	961
870	982
871	969
872	1004
873	985
874	968
875	980
876	902
877	922
878	864
879	795
880	721
881	726
882	700
883	662
884	603
885	579
886	493
887	494
888	483
889	417
890	456
891	455
892	425
893	360
894	404
895	388
896	428
897	387
898	415
899	409
900	376
901	369
902	415
903	336
904	340
905	399
906	393
907	350
908	349
909	348
910	355
911	331
912	391
913	342
914	370
915	366
916	371
917	376
918	350
919	326
920	316
921	363
922	375
923	340
924	339
925	316
926	347
927	352
928	380
929	346
930	383
931	370
932	322
933	329
934	339
935	365
936	382
937	323
938	369
939	345
940	345
941	339
942	383
943	357
944	364
945	390
946	341
947	370
948	373
949	383
950	337
951	373
952	364
953	374
954	360
955	305
956	309
957	331
958	322
959	325
960	359
961	298
962	297
963	302
964	283
965	283
966	260
967	319
968	254
969	218
970	268
971	280
972	306
973	240
974	277
975	263
976	245
977	288
978	256
979	282
980	287
981	281
982	267
983	272
984	266
985	245
986	280
987	259
988	250
989	288
990	249
991	258
992	258
993	249
994	290
995	260
996	240
997	267
998	259
999	274
1000	266
1001	254
1002	294
1003	282
1004	252
1005	255
1006	249
1007	259
1008	263
1009	224
1010	253
1011	254
1012	273
1013	270
1014	253
1015	242
1016	249
1017	253
1018	232
1019	236
1020	240
1021	282
1022	230
1023	260
1024	275
1025	225
1026	267
1027	241
1028	223
1029	285
1030	250
1031	245
1032	231
1033	233
1034	265
1035	253
1036	248
1037	234
1038	231
1039	247
1040	265
1041	234
1042	250
1043	238
1044	227
1045	235
1046	229
1047	238
1048	254
1049	242
1050	239
1051	213
1052	222
1053	212
1054	244
1055	226
1056	235
1057	221
1058	212
1059	246
1060	248
1061	229
1062	203
1063	199
1064	240
1065	208
1066	215
1067	200
1068	242
1069	234
1070	243
1071	237
1072	215
1073	203
1074	221
1075	224
1076	217
1077	227
1078	243
1079	205
1080	244
1081	253
1082	219
1083	229
1084	226
1085	189
1086	234
1087	220
1088	228
1089	223
1090	259
1091	261
1092	220
1093	262
1094	202
1095	228
1096	220
1097	231
1098	227
1099	236
1100	218
1101	207
1102	205
1103	233
1104	235
1105	231
1106	196
1107	219
1108	241
1109	223
1110	227
1111	261
1112	229
1113	266
1114	219
1115	226
1116	223
1117	216
1118	258
1119	221
1120	217
1121	237
1122	225
1123	208
1124	223
1125	227
1126	228
1127	236
1128	228
1129	248
1130	232
1131	222
1132	227
1133	227
1134	232
1135	239
1136	243
1137	243
1138	241
1139	247
1140	185
1141	256
1142	242
1143	223
1144	248
1145	236
1146	235
1147	219
1148	234
1149	228
1150	259
1151	224
1152	218
1153	213
1154	224
1155	245
1156	237
1157	236
1158	234
1159	236
1160	235
1161	246
1162	261
1163	255
1164	259
1165	232
1166	264
1167	224
1168	241
1169	241
1170	249
1171	250
1172	215
1173	223
1174	260
1175	239
1176	237
1177	235
1178	225
1179	237
1180	234
1181	231
1182	236
1183	230
1184	238
1185	198
1186	235
1187	248
1188	225
1189	192
1190	235
1191	214
1192	224
1193	219
1194	244
1195	211
1196	222
1197	220
1198	245
1199	246
1200	227
1201	194
1202	233
1203	224
1204	203
1205	222
1206	220
1207	213
1208	216
1209	194
1210	209
1211	220
1212	203
1213	202
1214	210
1215	184
1216	202
1217	199
1218	190
1219	166
1220	176
1221	213
1222	190
1223	168
1224	177
1225	190
1226	176
1227	181
1228	162
1229	181
1230	212
1231	192
1232	199
1233	161
1234	188
1235	186
1236	176
1237	179
1238	177
1239	194
1240	171
1241	165
1242	163
1243	188
1244	165
1245	171
1246	157
1247	167
1248	157
1249	184
1250	165
1251	174
1252	179
1253	171
1254	163
1255	200
1256	143
1257	166
1258	187
1259	192
1260	183
1261	161
1262	174
1263	167
1264	180
1265	172
1266	175
1267	163
1268	166
1269	173
1270	172
1271	177
1272	144
1273	152
1274	173
1275	151
1276	186
1277	198
1278	175
1279	158
1280	181
1281	160
1282	144
1283	175
1284	160
1285	163
1286	166
1287	163
1288	151
1289	147
1290	144
1291	159
1292	159
1293	163
1294	148
1295	143
1296	156
1297	158
1298	139
1299	147
1300	149
1301	133
1302	146
1303	140
1304	171
1305	133
1306	131
1307	133
1308	154
1309	130
1310	151
1311	150
1312	127
1313	148
1314	144
1315	150
1316	147
1317	144
1318	144
1319	146
1320	126
1321	138
1322	152
1323	142
1324	144
1325	142
1326	150
1327	135
1328	161
1329	156
1330	139
1331	148
1332	139
1333	155
1334	130
1335	130
1336	127
1337	146
1338	140
1339	153
1340	125
1341	149
1342	150
1343	132
1344	138
1345	131
1346	153
1347	133
1348	145
1349	140
1350	136
1351	141
1352	158
1353	154
1354	151
1355	139
1356	148
1357	163
1358	157
1359	137
1360	164
1361	139
1362	141
1363	129
1364	140
1365	130
1366	157
1367	139
1368	133
1369	140
1370	143
1371	148
1372	126
1373	152
1374	137
1375	153
1376	146
1377	150
1378	130
1379	120
1380	139
1381	147
1382	143
1383	142
1384	125
1385	130
1386	133
1387	150
1388	131
1389	124
1390	121
1391	145
1392	144
1393	145
1394	147
1395	150
1396	134
1397	112
1398	166
1399	158
1400	143
1401	131
1402	150
1403	132
1404	135
1405	141
1406	160
1407	134
1408	159
1409	139
1410	146
1411	157
1412	137
1413	131
1414	153
1415	140
1416	143
1417	155
1418	162
1419	141
1420	136
1421	135
1422	137
1423	127
1424	141
1425	138
1426	148
1427	130
1428	151
1429	147
1430	143
1431	123
1432	143
1433	129
1434	126
1435	161
1436	137
1437	119
1438	134
1439	124
1440	144
1441	126
1442	133
1443	130
1444	145
1445	121
1446	126
1447	124
1448	139
1449	131
1450	143
1451	119
1452	122
1453	143
1454	133
1455	144
1456	137
1457	125
1458	143
1459	143
1460	128
1461	125
1462	121
1463	131
1464	130
1465	123
1466	134
1467	131
1468	132
1469	130
1470	136
1471	123
1472	112
1473	122
1474	149
1475	146
1476	143
1477	115
1478	131
1479	124
1480	133
1481	138
1482	129
1483	118
1484	134
1485	155
1486	132
1487	140
1488	129
1489	118
1490	138
1491	131
1492	130
1493	137
1494	117
1495	132
1496	132
1497	127
1498	134
1499	135
1500	122
1501	125
1502	140
1503	131
1504	127
1505	138
1506	124
1507	126
1508	141
1509	134
1510	133
1511	121
1512	154
1513	111
1514	137
1515	126
1516	147
1517	127
1518	123
1519	163
1520	126
1521	135
1522	138
1523	136
1524	153
1525	138
1526	137
1527	161
1528	154
1529	157
1530	153
1531	156
1532	133
1533	141
1534	180
1535	168
1536	144
1537	172
1538	145
1539	165
1540	191
1541	163
1542	154
1543	173
1544	157
1545	195
1546	172
1547	161
1548	157
1549	178
1550	177
1551	190
1552	201
1553	180
1554	196
1555	199
1556	194
1557	184
1558	199
1559	203
1560	216
1561	218
1562	203
1563	212
1564	209
1565	199
1566	203
1567	212
1568	217
1569	206
1570	210
1571	200
1572	238
1573	225
1574	206
1575	220
1576	258
1577	227
1578	205
1579	213
1580	236
1581	224
1582	212
1583	219
1584	221
1585	229
1586	236
1587	218
1588	228
1589	194
1590	207
1591	196
1592	212
1593	231
1594	223
1595	199
1596	237
1597	218
1598	199
1599	200
1600	199
1601	216
1602	211
1603	201
1604	206
1605	200
1606	216
1607	184
1608	188
1609	170
1610	159
1611	175
1612	174
1613	172
1614	165
1615	170
1616	153
1617	146
1618	200
1619	156
1620	159
1621	146
1622	148
1623	148
1624	146
1625	168
1626	156
1627	151
1628	125
1629	159
1630	151
1631	144
1632	120
1633	134
1634	145
1635	133
1636	119
1637	124
1638	129
1639	150
1640	119
1641	130
1642	106
1643	144
1644	114
1645	148
1646	102
1647	126
1648	120
1649	114
1650	109
1651	118
1652	108
1653	120
1654	122
1655	107
1656	120
1657	113
1658	109
1659	123
1660	94
1661	128
1662	111
1663	115
1664	108
1665	114
1666	105
1667	123
1668	108
1669	114
1670	123
1671	85
1672	118
1673	115
1674	101
1675	91
1676	101
1677	115
1678	118
1679	100
1680	100
1681	115
1682	112
1683	101
1684	104
1685	99
1686	100
1687	114
1688	100
1689	106
1690	128
1691	98
1692	108
1693	106
1694	127
1695	94
1696	90
1697	112
1698	96
1699	122
1700	92
1701	98
1702	96
1703	102
1704	120
1705	92
1706	115
1707	114
1708	101
1709	113
1710	106
1711	127
1712	103
1713	105
1714	103
1715	97
1716	122
1717	110
1718	105
1719	110
1720	111
1721	105
1722	102
1723	127
1724	110
1725	132
1726	113
1727	124
1728	100
1729	105
1730	100
1731	92
1732	97
1733	104
1734	103
1735	116
1736	122
1737	108
1738	101
1739	94
1740	103
1741	102
1742	119
1743	103
1744	97
1745	120
1746	110
1747	123
1748	101
1749	127
1750	104
1751	102
1752	122
1753	104
1754	111
1755	121
1756	109
1757	105
1758	100
1759	112
1760	120
1761	111
1762	83
1763	122
1764	123
1765	131
1766	144
1767	122
1768	121
1769	106
1770	132
1771	129
1772	106
1773	110
1774	96
1775	115
1776	126
1777	130
1778	112
1779	125
1780	97
1781	117
1782	130
1783	115
1784	134
1785	120
1786	138
1787	125
1788	133
1789	144
1790	143
1791	136
1792	126
1793	134
1794	129
1795	126
1796	138
1797	133
1798	112
1799	146
1800	131
1801	126
1802	130
1803	116
1804	143
1805	125
1806	139
1807	162
1808	146
1809	149
1810	138
1811	126
1812	122
1813	155
1814	153
1815	125
1816	155
1817	117
1818	147
1819	138
1820	140
1821	158
1822	150
1823	158
1824	177
1825	129
1826	168
1827	174
1828	164
1829	160
1830	157
1831	172
1832	160
1833	180
1834	185
1835	182
1836	181
1837	174
1838	186
1839	182
1840	204
1841	188
1842	189
1843	161
1844	188
1845	203
1846	215
1847	231
1848	229
1849	218
1850	191
1851	215
1852	206
1853	222
1854	223
1855	254
1856	222
1857	217
1858	247
1859	198
1860	217
1861	225
1862	223
1863	252
1864	196
1865	244
1866	228
1867	211
1868	239
1869	218
1870	243
1871	220
1872	219
1873	226
1874	227
1875	207
1876	246
1877	219
1878	262
1879	207
1880	212
1881	227
1882	227
1883	220
1884	226
1885	194
1886	201
1887	203
1888	211
1889	216
1890	187
1891	191
1892	211
1893	199
1894	213
1895	223
1896	216
1897	225
1898	200
1899	181
1900	185
1901	207
1902	200
1903	175
1904	237
1905	204
1906	184
1907	207
1908	215
1909	208
1910	213
1911	192
1912	227
1913	216
1914	206
1915	175
1916	216
1917	234
1918	216
1919	210
1920	217
1921	196
1922	202
1923	239
1924	221
1925	224
1926	217
1927	235
1928	217
1929	239
1930	172
1931	211
1932	224
1933	237
1934	215
1935	192
1936	222
1937	226
1938	219
1939	221
1940	219
1941	188
1942	220
1943	240
1944	215
1945	221
1946	217
1947	241
1948	235
1949	236
1950	219
1951	214
1952	259
1953	242
1954	218
1955	217
1956	217
1957	235
1958	240
1959	245
1960	263
1961	242
1962	242
1963	230
1964	234
1965	269
1966	242
1967	234
1968	260
1969	276
1970	240
1971	296
1972	278
1973	248
1974	254
1975	269
1976	254
1977	284
1978	264
1979	296
1980	287
1981	323
1982	309
1983	298
1984	336
1985	372
1986	415
1987	386
1988	441
1989	399
1990	418
1991	472
1992	515
1993	575
1994	564
1995	636
1996	706
1997	759
1998	954
1999	1204
2000	1972
2001	6348
2002	3761
2003	1686
2004	656
2005	331
2006	186
2007	133
2008	96
2009	107
2010	87
2011	83
2012	67
2013	84
2014	68
2015	75
2016	71
2017	61
2018	62
2019	54
2020	48
2021	56
2022	53
2023	43
2024	57
2025	50
2026	56
2027	49
2028	52
2029	43
2030	46
2031	50
2032	55
2033	47
2034	46
2035	39
2036	48
2037	49
2038	32
2039	41
2040	43
2041	43
2042	49
2043	37
2044	45
2045	32
2046	33
2047	44
2048	38
2049	27
2050	44
2051	40
2052	32
2053	37
2054	50
2055	53
2056	26
2057	28
2058	36
2059	37
2060	39
2061	36
2062	31
2063	32
2064	43
2065	41
2066	27
2067	29
2068	30
2069	50
2070	32
2071	33
2072	34
2073	35
2074	32
2075	33
2076	48
2077	35
2078	34
2079	26
2080	40
2081	34
2082	31
2083	35
2084	34
2085	50
2086	34
2087	37
2088	37
2089	37
2090	35
2091	35
2092	35
2093	37
2094	33
2095	27
2096	29
2097	47
2098	32
2099	38
2100	25
2101	37
2102	30
2103	31
2104	25
2105	36
2106	45
2107	27
2108	39
2109	39
2110	29
2111	32
2112	24
2113	28
2114	39
2115	22
2116	25
2117	39
2118	27
2119	34
2120	30
2121	32
2122	41
2123	36
2124	26
2125	26
2126	42
2127	33
2128	28
2129	34
2130	21
2131	21
2132	29
2133	29
2134	23
2135	33
2136	26
2137	15
2138	29
2139	29
2140	38
2141	28
2142	29
2143	27
2144	23
2145	32
2146	31
2147	25
2148	28
2149	30
2150	32
2151	27
2152	20
2153	40
2154	26
2155	26
2156	25
2157	26
2158	34
2159	18
2160	38
2161	29
2162	30
2163	26
2164	28
2165	29
2166	24
2167	25
2168	22
2169	25
2170	33
2171	29
2172	34
2173	39
2174	28
2175	20
2176	30
2177	29
2178	26
2179	28
2180	24
2181	32
2182	19
2183	29
2184	27
2185	36
2186	19
2187	24
2188	13
2189	28
2190	20
2191	34
2192	34
2193	27
2194	29
2195	32
2196	25
2197	31
2198	28
2199	22
2200	33
2201	22
2202	25
2203	28
2204	33
2205	22
2206	19
2207	22
2208	23
2209	26
2210	20
2211	24
2212	15
2213	28
2214	23
2215	21
2216	33
2217	26
2218	35
2219	25
2220	16
2221	23
2222	26
2223	27
2224	22
2225	24
2226	21
2227	29
2228	26
2229	17
2230	22
2231	30
2232	24
2233	18
2234	21
2235	24
2236	28
2237	23
2238	29
2239	29
2240	19
2241	32
2242	23
2243	27
2244	29
2245	28
2246	16
2247	22
2248	25
2249	26
2250	36
2251	24
2252	25
2253	22
2254	23
2255	21
2256	26
2257	27
2258	26
2259	23
2260	24
2261	25
2262	18
2263	30
2264	27
2265	23
2266	28
2267	20
2268	23
2269	20
2270	24
2271	25
2272	31
2273	20
2274	24
2275	24
2276	20
2277	23
2278	16
2279	29
2280	22
2281	25
2282	27
2283	12
2284	22
2285	27
2286	20
2287	20
2288	17
2289	37
2290	15
2291	22
2292	25
2293	23
2294	26
2295	23
2296	29
2297	19
2298	28
2299	18
2300	25
2301	18
2302	20
2303	14
2304	19
2305	24
2306	28
2307	24
2308	29
2309	24
2310	24
2311	30
2312	25
2313	19
2314	29
2315	21
2316	25
2317	27
2318	26
2319	25
2320	23
2321	26
2322	21
2323	19
2324	26
2325	25
2326	19
2327	26
2328	19
2329	14
2330	22
2331	26
2332	20
2333	24
2334	23
2335	25
2336	23
2337	17
2338	18
2339	25
2340	18
2341	25
2342	26
2343	14
2344	18
2345	17
2346	20
2347	21
2348	21
2349	29
2350	20
2351	18
2352	23
2353	18
2354	26
2355	26
2356	25
2357	23
2358	18
2359	22
2360	17
2361	19
2362	29
2363	26
2364	22
2365	16
2366	19
2367	15
2368	25
2369	19
2370	23
2371	23
2372	29
2373	15
2374	20
2375	21
2376	26
2377	21
2378	20
2379	20
2380	10
2381	21
2382	16
2383	27
2384	27
2385	16
2386	23
2387	20
2388	21
2389	15
2390	22
2391	19
2392	21
2393	16
2394	22
2395	24
2396	21
2397	31
2398	20
2399	17
2400	19
2401	21
2402	29
2403	24
2404	18
2405	20
2406	21
2407	21
2408	24
2409	25
2410	19
2411	16
2412	23
2413	21
2414	22
2415	23
2416	28
2417	25
2418	22
2419	17
2420	21
2421	29
2422	29
2423	21
2424	28
2425	20
2426	16
2427	24
2428	18
2429	13
2430	19
2431	22
2432	26
2433	20
2434	18
2435	24
2436	15
2437	29
2438	20
2439	16
2440	16
2441	14
2442	26
2443	16
2444	16
2445	17
2446	16
2447	24
2448	29
2449	16
2450	21
2451	20
2452	16
2453	14
2454	22
2455	30
2456	17
2457	28
2458	27
2459	15
2460	22
2461	24
2462	29
2463	22
2464	28
2465	13
2466	16
2467	12
2468	20
2469	14
2470	21
2471	17
2472	18
2473	18
2474	29
2475	13
2476	20
2477	21
2478	20
2479	19
2480	25
2481	14
2482	35
2483	16
2484	23
2485	19
2486	19
2487	15
2488	16
2489	18
2490	20
2491	21
2492	12
2493	19
2494	17
2495	21
2496	21
2497	23
2498	17
2499	17
2500	16
2501	21
2502	17
2503	17
2504	11
2505	11
2506	13
2507	27
2508	18
2509	21
2510	17
2511	30
2512	13
2513	18
2514	20
2515	20
2516	19
2517	22
2518	21
2519	24
2520	16
2521	17
2522	17
2523	4
2524	19
2525	13
2526	23
2527	17
2528	23
2529	19
2530	22
2531	16
2532	27
2533	20
2534	21
2535	15
2536	22
2537	27
2538	21
2539	14
2540	22
2541	16
2542	14
2543	20
2544	18
2545	26
2546	19
2547	16
2548	20
2549	25
2550	16
2551	18
2552	21
2553	17
2554	24
2555	17
2556	19
2557	17
2558	18
2559	25
2560	22
2561	17
2562	17
2563	18
2564	26
2565	17
2566	16
2567	22
2568	21
2569	25
2570	20
2571	20
2572	24
2573	26
2574	18
2575	20
2576	14
2577	20
2578	18
2579	11
2580	23
2581	21
2582	17
2583	13
2584	17
2585	14
2586	15
2587	16
2588	17
2589	16
2590	16
2591	14
2592	21
2593	16
2594	24
2595	14
2596	10
2597	22
2598	12
2599	14
2600	17
2601	14
2602	15
2603	15
2604	19
2605	21
2606	18
2607	15
2608	16
2609	14
2610	18
2611	16
2612	12
2613	14
2614	15
2615	23
2616	16
2617	18
2618	15
2619	13
2620	15
2621	20
2622	11
2623	20
2624	21
2625	19
2626	21
2627	28
2628	11
2629	22
2630	13
2631	17
2632	17
2633	15
2634	17
2635	15
2636	14
2637	15
2638	17
2639	21
2640	25
2641	26
2642	18
2643	14
2644	13
2645	22
2646	22
2647	14
2648	20
2649	19
2650	21
2651	16
2652	21
2653	17
2654	13
2655	18
2656	16
2657	15
2658	15
2659	13
2660	22
2661	22
2662	16
2663	22
2664	19
2665	18
2666	17
2667	15
2668	17
2669	21
2670	10
2671	15
2672	18
2673	20
2674	9
2675	25
2676	17
2677	15
2678	15
2679	17
2680	9
2681	22
2682	20
2683	11
2684	24
2685	14
2686	14
2687	17
2688	15
2689	14
2690	21
2691	17
2692	20
2693	16
2694	15
2695	25
2696	12
2697	16
2698	18
2699	11
2700	17
2701	12
2702	16
2703	17
2704	15
2705	21
2706	9
2707	12
2708	16
2709	14
2710	13
2711	19
2712	20
2713	14
2714	13
2715	26
2716	15
2717	17
2718	11
2719	21
2720	11
2721	14
2722	19
2723	20
2724	13
2725	14
2726	13
2727	21
2728	23
2729	8
2730	15
2731	17
2732	21
2733	21
2734	9
2735	8
2736	13
2737	19
2738	16
2739	21
2740	6
2741	6
2742	10
2743	6
2744	17
2745	12
2746	19
2747	22
2748	11
2749	18
2750	16
2751	14
2752	11
2753	19
2754	17
2755	17
2756	16
2757	12
2758	12
2759	13
2760	15
2761	16
2762	13
2763	9
2764	8
2765	19
2766	8
2767	8
2768	15
2769	13
2770	13
2771	22
2772	14
2773	17
2774	15
2775	12
2776	14
2777	17
2778	20
2779	11
2780	16
2781	17
2782	25
2783	13
2784	13
2785	22
2786	19
2787	15
2788	18
2789	14
2790	18
2791	18
2792	18
2793	16
2794	19
2795	17
2796	15
2797	23
2798	17
2799	14
2800	15
2801	17
2802	18
2803	16
2804	11
2805	14
2806	14
2807	10
2808	16
2809	22
2810	9
2811	23
2812	16
2813	15
2814	12
2815	14
2816	14
2817	11
2818	9
2819	13
2820	10
2821	17
2822	10
2823	11
2824	13
2825	12
2826	12
2827	10
2828	15
2829	17
2830	10
2831	13
2832	19
2833	15
2834	17
2835	10
2836	14
2837	14
2838	16
2839	17
2840	11
2841	17
2842	13
2843	7
2844	14
2845	15
2846	15
2847	10
2848	7
2849	11
2850	17
2851	12
2852	17
2853	12
2854	11
2855	17
2856	14
2857	14
2858	15
2859	12
2860	14
2861	19
2862	12
2863	15
2864	10
2865	16
2866	16
2867	8
2868	13
2869	14
2870	16
2871	15
2872	17
2873	11
2874	21
2875	13
2876	11
2877	20
2878	24
2879	11
2880	19
2881	15
2882	16
2883	21
2884	5
2885	12
2886	15
2887	9
2888	12
2889	10
2890	16
2891	12
2892	9
2893	9
2894	13
2895	15
